#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:F6SEU4	uniprotkb:Q5SQX6	intact:EBI-5797569	intact:EBI-773783|uniprotkb:Q3UH21|uniprotkb:Q3UHS8|uniprotkb:Q8BSW0|uniprotkb:Q8CHA9|uniprotkb:Q924D3|uniprotkb:Q9R181	psi-mi:sygp1_mouse(display_long)|uniprotkb:Syngap1(gene name)|psi-mi:Syngap1(display_short)|uniprotkb:Neuronal RasGAP(gene name synonym)|uniprotkb:Synaptic Ras GTPase-activating protein 1(gene name synonym)	psi-mi:cyfp2_mouse(display_long)|uniprotkb:Kiaa1168(gene name synonym)|uniprotkb:Pir121(gene name synonym)|uniprotkb:p53-inducible protein 121(gene name synonym)|uniprotkb:Cyfip2(gene name)|psi-mi:Cyfip2(display_short)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Wilkinson et al. (2017)	pubmed:28706196|doi:10.1038/s41598-017-05588-3|imex:IM-26370	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16737600|imex:IM-26370-5	intact-miscore:0.35
uniprotkb:F6SEU4	uniprotkb:Q7TMB8	intact:EBI-5797569	intact:EBI-772928|uniprotkb:Q3U7Q7|uniprotkb:Q5DU50|uniprotkb:Q7TSZ5|uniprotkb:Q80VN6|uniprotkb:Q8CE85|uniprotkb:Q99LY1|uniprotkb:O88558	psi-mi:sygp1_mouse(display_long)|uniprotkb:Syngap1(gene name)|psi-mi:Syngap1(display_short)|uniprotkb:Neuronal RasGAP(gene name synonym)|uniprotkb:Synaptic Ras GTPase-activating protein 1(gene name synonym)	psi-mi:cyfp1_mouse(display_long)|uniprotkb:Kiaa0068(gene name synonym)|uniprotkb:Sra1(gene name synonym)|uniprotkb:Specifically Rac1-associated protein 1(gene name synonym)|uniprotkb:Cyfip1(gene name)|psi-mi:Cyfip1(display_short)|uniprotkb:Shyc(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Wilkinson et al. (2017)	pubmed:28706196|doi:10.1038/s41598-017-05588-3|imex:IM-26370	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16737600|imex:IM-26370-5	intact-miscore:0.53
uniprotkb:O43493	uniprotkb:Q96F07	intact:EBI-1752146|uniprotkb:O15282|uniprotkb:O43492|uniprotkb:O43499|uniprotkb:O43500|uniprotkb:O43501|uniprotkb:Q53G68|uniprotkb:Q53GV2|uniprotkb:Q6MZV1|uniprotkb:Q6ZTM7|uniprotkb:Q8N6T8|uniprotkb:Q92760|uniprotkb:Q96QL2|uniprotkb:B2R686|uniprotkb:D6W5K3|uniprotkb:F8WBK2|uniprotkb:F8W8W7|uniprotkb:J3KQ45|uniprotkb:B8ZZ88	intact:EBI-2433893|uniprotkb:A6NLT2|uniprotkb:Q53EN5|uniprotkb:Q9NTK4|uniprotkb:Q9ULQ2|uniprotkb:Q9UN29|uniprotkb:D3DQJ3	psi-mi:tgon2_human(display_long)|uniprotkb:TGOLN2(gene name)|psi-mi:TGOLN2(display_short)|uniprotkb:TGN46(gene name synonym)|uniprotkb:TGN51(gene name synonym)|uniprotkb:Trans-Golgi network glycoprotein 46(gene name synonym)|uniprotkb:Trans-Golgi network glycoprotein 48(gene name synonym)|uniprotkb:Trans-Golgi network glycoprotein 51(gene name synonym)|uniprotkb:Trans-Golgi network protein 2(gene name synonym)	psi-mi:cyfp2_human(display_long)|uniprotkb:CYFIP2(gene name)|psi-mi:CYFIP2(display_short)|uniprotkb:KIAA1168(gene name synonym)|uniprotkb:PIR121(gene name synonym)|uniprotkb:p53-inducible protein 121(gene name synonym)	psi-mi:"MI:1314"(proximity-dependent biotin identification)	Liu et al. (2018)	pubmed:29568061|imex:IM-26301	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16800265|imex:IM-26301-19	intact-miscore:0.35
uniprotkb:P15311	uniprotkb:Q96F07	intact:EBI-1056902|uniprotkb:Q9NSJ4|uniprotkb:E1P5A8|uniprotkb:P23714|uniprotkb:Q4VX75|uniprotkb:Q96CU8	intact:EBI-2433893|uniprotkb:A6NLT2|uniprotkb:Q53EN5|uniprotkb:Q9NTK4|uniprotkb:Q9ULQ2|uniprotkb:Q9UN29|uniprotkb:D3DQJ3	psi-mi:ezri_human(display_long)|uniprotkb:VIL2(gene name synonym)|uniprotkb:p81(gene name synonym)|uniprotkb:Cytovillin(gene name synonym)|uniprotkb:Villin-2(gene name synonym)|uniprotkb:EZR(gene name)|psi-mi:EZR(display_short)	psi-mi:cyfp2_human(display_long)|uniprotkb:CYFIP2(gene name)|psi-mi:CYFIP2(display_short)|uniprotkb:KIAA1168(gene name synonym)|uniprotkb:PIR121(gene name synonym)|uniprotkb:p53-inducible protein 121(gene name synonym)	psi-mi:"MI:1314"(proximity-dependent biotin identification)	Liu et al. (2018)	pubmed:29568061|imex:IM-26301	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16791848|imex:IM-26301-167	intact-miscore:0.35
uniprotkb:P15311	uniprotkb:Q7L576	intact:EBI-1056902|uniprotkb:Q9NSJ4|uniprotkb:E1P5A8|uniprotkb:P23714|uniprotkb:Q4VX75|uniprotkb:Q96CU8	intact:EBI-1048143|uniprotkb:A8K6D9|dip:DIP-38873N|uniprotkb:Q14467|uniprotkb:Q5IED0|uniprotkb:Q6ZSX1|uniprotkb:Q9BSD9|uniprotkb:Q9BVC7	psi-mi:ezri_human(display_long)|uniprotkb:VIL2(gene name synonym)|uniprotkb:p81(gene name synonym)|uniprotkb:Cytovillin(gene name synonym)|uniprotkb:Villin-2(gene name synonym)|uniprotkb:EZR(gene name)|psi-mi:EZR(display_short)	psi-mi:cyfp1_human(display_long)|uniprotkb:Specifically Rac1-associated protein 1(gene name synonym)|uniprotkb:p140sra-1(gene name synonym)|uniprotkb:CYFIP1(gene name)|psi-mi:CYFIP1(display_short)|uniprotkb:KIAA0068(gene name synonym)	psi-mi:"MI:1314"(proximity-dependent biotin identification)	Liu et al. (2018)	pubmed:29568061|imex:IM-26301	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16791848|imex:IM-26301-167	intact-miscore:0.35
uniprotkb:Q3UHD9	uniprotkb:Q5SQX6	intact:EBI-771911|uniprotkb:Q5DU45	intact:EBI-773783|uniprotkb:Q3UH21|uniprotkb:Q3UHS8|uniprotkb:Q8BSW0|uniprotkb:Q8CHA9|uniprotkb:Q924D3|uniprotkb:Q9R181	psi-mi:agap2_mouse(display_long)|uniprotkb:Kiaa0167(gene name synonym)|uniprotkb:Phosphatidylinositol 3-kinase enhancer(gene name synonym)|uniprotkb:Agap2(gene name)|psi-mi:Agap2(display_short)|uniprotkb:Centg1(gene name synonym)|uniprotkb:Centaurin-gamma-1(gene name synonym)	psi-mi:cyfp2_mouse(display_long)|uniprotkb:Kiaa1168(gene name synonym)|uniprotkb:Pir121(gene name synonym)|uniprotkb:p53-inducible protein 121(gene name synonym)|uniprotkb:Cyfip2(gene name)|psi-mi:Cyfip2(display_short)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Wilkinson et al. (2017)	pubmed:28706196|doi:10.1038/s41598-017-05588-3|imex:IM-26370	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16750831|imex:IM-26370-13	intact-miscore:0.35
uniprotkb:O15155	uniprotkb:Q96F07	intact:EBI-749204|uniprotkb:Q96EA0	intact:EBI-2433893|uniprotkb:A6NLT2|uniprotkb:Q53EN5|uniprotkb:Q9NTK4|uniprotkb:Q9ULQ2|uniprotkb:Q9UN29|uniprotkb:D3DQJ3	psi-mi:bet1_human(display_long)|uniprotkb:Golgi vesicular membrane-trafficking protein p18(gene name synonym)|uniprotkb:BET1(gene name)|psi-mi:BET1(display_short)	psi-mi:cyfp2_human(display_long)|uniprotkb:CYFIP2(gene name)|psi-mi:CYFIP2(display_short)|uniprotkb:KIAA1168(gene name synonym)|uniprotkb:PIR121(gene name synonym)|uniprotkb:p53-inducible protein 121(gene name synonym)	psi-mi:"MI:1314"(proximity-dependent biotin identification)	Liu et al. (2018)	pubmed:29568061|imex:IM-26301	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16788067|imex:IM-26301-83	intact-miscore:0.35
uniprotkb:P11142	uniprotkb:Q96F07	intact:EBI-351896|uniprotkb:Q9H3R6	intact:EBI-2433893|uniprotkb:A6NLT2|uniprotkb:Q53EN5|uniprotkb:Q9NTK4|uniprotkb:Q9ULQ2|uniprotkb:Q9UN29|uniprotkb:D3DQJ3	psi-mi:hsp7c_human(display_long)|uniprotkb:Heat shock 70 kDa protein 8(gene name synonym)|uniprotkb:Lipopolysaccharide-associated protein 1(gene name synonym)|uniprotkb:HSPA8(gene name)|psi-mi:HSPA8(display_short)|uniprotkb:HSC70(gene name synonym)|uniprotkb:HSP73(gene name synonym)|uniprotkb:HSPA10(gene name synonym)	psi-mi:cyfp2_human(display_long)|uniprotkb:CYFIP2(gene name)|psi-mi:CYFIP2(display_short)|uniprotkb:KIAA1168(gene name synonym)|uniprotkb:PIR121(gene name synonym)|uniprotkb:p53-inducible protein 121(gene name synonym)	psi-mi:"MI:1314"(proximity-dependent biotin identification)	Liu et al. (2018)	pubmed:29568061|imex:IM-26301	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16794405|imex:IM-26301-67	intact-miscore:0.35
uniprotkb:P11279	uniprotkb:Q96F07	intact:EBI-2805407|uniprotkb:B4DWL3|uniprotkb:Q9NP13|uniprotkb:Q8WU33|uniprotkb:Q9BRD2|uniprotkb:Q96I40	intact:EBI-2433893|uniprotkb:A6NLT2|uniprotkb:Q53EN5|uniprotkb:Q9NTK4|uniprotkb:Q9ULQ2|uniprotkb:Q9UN29|uniprotkb:D3DQJ3	psi-mi:lamp1_human(display_long)|uniprotkb:CD107 antigen-like family member A(gene name synonym)|uniprotkb:LAMP1(gene name)|psi-mi:LAMP1(display_short)	psi-mi:cyfp2_human(display_long)|uniprotkb:CYFIP2(gene name)|psi-mi:CYFIP2(display_short)|uniprotkb:KIAA1168(gene name synonym)|uniprotkb:PIR121(gene name synonym)|uniprotkb:p53-inducible protein 121(gene name synonym)	psi-mi:"MI:1314"(proximity-dependent biotin identification)	Liu et al. (2018)	pubmed:29568061|imex:IM-26301	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16794808|imex:IM-26301-127	intact-miscore:0.35
uniprotkb:P35922	uniprotkb:Q5SQX6	intact:EBI-645094	intact:EBI-773783|uniprotkb:Q3UH21|uniprotkb:Q3UHS8|uniprotkb:Q8BSW0|uniprotkb:Q8CHA9|uniprotkb:Q924D3|uniprotkb:Q9R181	psi-mi:fmr1_mouse(display_long)|uniprotkb:Fragile X mental retardation protein 1 homolog(gene name synonym)|uniprotkb:Fmr1(gene name)|psi-mi:Fmr1(display_short)|uniprotkb:Fmr-1(gene name synonym)	psi-mi:cyfp2_mouse(display_long)|uniprotkb:Kiaa1168(gene name synonym)|uniprotkb:Pir121(gene name synonym)|uniprotkb:p53-inducible protein 121(gene name synonym)|uniprotkb:Cyfip2(gene name)|psi-mi:Cyfip2(display_short)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Li et al. (2017)	pubmed:28671696|doi:10.1038/nn.4594|imex:IM-26285	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16728828|imex:IM-26285-43	intact-miscore:0.35
uniprotkb:Q7TPH6	uniprotkb:Q5SQX6	intact:EBI-1811542|uniprotkb:Q6PCM8|uniprotkb:E9PUJ6	intact:EBI-773783|uniprotkb:Q3UH21|uniprotkb:Q3UHS8|uniprotkb:Q8BSW0|uniprotkb:Q8CHA9|uniprotkb:Q924D3|uniprotkb:Q9R181	psi-mi:mycb2_mouse(display_long)|uniprotkb:Mycbp2(gene name)|psi-mi:Mycbp2(display_short)|uniprotkb:Pam(gene name synonym)|uniprotkb:Phr1(gene name synonym)|uniprotkb:Myc-binding protein 2(gene name synonym)|uniprotkb:Protein associated with Myc(gene name synonym)|uniprotkb:Pam/highwire/rpm-1 protein(gene name synonym)|uniprotkb:Protein Magellan(gene name synonym)	psi-mi:cyfp2_mouse(display_long)|uniprotkb:Kiaa1168(gene name synonym)|uniprotkb:Pir121(gene name synonym)|uniprotkb:p53-inducible protein 121(gene name synonym)|uniprotkb:Cyfip2(gene name)|psi-mi:Cyfip2(display_short)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Li et al. (2017)	pubmed:28671696|doi:10.1038/nn.4594|imex:IM-26285	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16731507|imex:IM-26285-25	intact-miscore:0.35
uniprotkb:P28660	uniprotkb:Q5SQX6	intact:EBI-771576|uniprotkb:Q3UPY6|uniprotkb:Q80TX0|uniprotkb:Q8CG49|uniprotkb:Q99KY0	intact:EBI-773783|uniprotkb:Q3UH21|uniprotkb:Q3UHS8|uniprotkb:Q8BSW0|uniprotkb:Q8CHA9|uniprotkb:Q924D3|uniprotkb:Q9R181	psi-mi:nckp1_mouse(display_long)|uniprotkb:p125Nap1(gene name synonym)|uniprotkb:Membrane-associated protein HEM-2(gene name synonym)|uniprotkb:Brain protein H19(gene name synonym)|uniprotkb:MH19(gene name synonym)|uniprotkb:Nckap1(gene name)|psi-mi:Nckap1(display_short)|uniprotkb:Hem2(gene name synonym)|uniprotkb:Kiaa0587(gene name synonym)|uniprotkb:Nap1(gene name synonym)	psi-mi:cyfp2_mouse(display_long)|uniprotkb:Kiaa1168(gene name synonym)|uniprotkb:Pir121(gene name synonym)|uniprotkb:p53-inducible protein 121(gene name synonym)|uniprotkb:Cyfip2(gene name)|psi-mi:Cyfip2(display_short)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Li et al. (2017)	pubmed:28671696|doi:10.1038/nn.4594|imex:IM-26285	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16731934|imex:IM-26285-11	intact-miscore:0.35
uniprotkb:P28660	uniprotkb:Q7TMB8	intact:EBI-771576|uniprotkb:Q3UPY6|uniprotkb:Q80TX0|uniprotkb:Q8CG49|uniprotkb:Q99KY0	intact:EBI-772928|uniprotkb:Q3U7Q7|uniprotkb:Q5DU50|uniprotkb:Q7TSZ5|uniprotkb:Q80VN6|uniprotkb:Q8CE85|uniprotkb:Q99LY1|uniprotkb:O88558	psi-mi:nckp1_mouse(display_long)|uniprotkb:p125Nap1(gene name synonym)|uniprotkb:Membrane-associated protein HEM-2(gene name synonym)|uniprotkb:Brain protein H19(gene name synonym)|uniprotkb:MH19(gene name synonym)|uniprotkb:Nckap1(gene name)|psi-mi:Nckap1(display_short)|uniprotkb:Hem2(gene name synonym)|uniprotkb:Kiaa0587(gene name synonym)|uniprotkb:Nap1(gene name synonym)	psi-mi:cyfp1_mouse(display_long)|uniprotkb:Kiaa0068(gene name synonym)|uniprotkb:Sra1(gene name synonym)|uniprotkb:Specifically Rac1-associated protein 1(gene name synonym)|uniprotkb:Cyfip1(gene name)|psi-mi:Cyfip1(display_short)|uniprotkb:Shyc(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Li et al. (2017)	pubmed:28671696|doi:10.1038/nn.4594|imex:IM-26285	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16731934|imex:IM-26285-11	intact-miscore:0.35
uniprotkb:Q8C437	uniprotkb:Q5SQX6	intact:EBI-775487|uniprotkb:Q8CA31|uniprotkb:Q9DAA1|uniprotkb:Q9JMB9	intact:EBI-773783|uniprotkb:Q3UH21|uniprotkb:Q3UHS8|uniprotkb:Q8BSW0|uniprotkb:Q8CHA9|uniprotkb:Q924D3|uniprotkb:Q9R181	psi-mi:pex5r_mouse(display_long)|uniprotkb:Tetratricopeptide repeat-containing Rab8b-interacting protein(gene name synonym)|uniprotkb:Peroxin-5-related protein(gene name synonym)|uniprotkb:PEX5-like protein(gene name synonym)|uniprotkb:PEX2-related protein(gene name synonym)|uniprotkb:Pex5l(gene name)|psi-mi:Pex5l(display_short)|uniprotkb:Pex2(gene name synonym)|uniprotkb:Pex5r(gene name synonym)|uniprotkb:Pxr2(gene name synonym)	psi-mi:cyfp2_mouse(display_long)|uniprotkb:Kiaa1168(gene name synonym)|uniprotkb:Pir121(gene name synonym)|uniprotkb:p53-inducible protein 121(gene name synonym)|uniprotkb:Cyfip2(gene name)|psi-mi:Cyfip2(display_short)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Li et al. (2017)	pubmed:28671696|doi:10.1038/nn.4594|imex:IM-26285	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16733066|imex:IM-26285-27	intact-miscore:0.35
uniprotkb:P83510	uniprotkb:Q5SQX6	intact:EBI-7280013|intact:MINT-4138101	intact:EBI-773783|uniprotkb:Q3UH21|uniprotkb:Q3UHS8|uniprotkb:Q8BSW0|uniprotkb:Q8CHA9|uniprotkb:Q924D3|uniprotkb:Q9R181	psi-mi:tnik_mouse(display_long)|uniprotkb:Tnik(gene name)|psi-mi:Tnik(display_short)|uniprotkb:Kiaa0551(gene name synonym)	psi-mi:cyfp2_mouse(display_long)|uniprotkb:Kiaa1168(gene name synonym)|uniprotkb:Pir121(gene name synonym)|uniprotkb:p53-inducible protein 121(gene name synonym)|uniprotkb:Cyfip2(gene name)|psi-mi:Cyfip2(display_short)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Li et al. (2017)	pubmed:28671696|doi:10.1038/nn.4594|imex:IM-26285	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16734044|imex:IM-26285-31	intact-miscore:0.35
uniprotkb:P83510	uniprotkb:Q7TMB8	intact:EBI-7280013|intact:MINT-4138101	intact:EBI-772928|uniprotkb:Q3U7Q7|uniprotkb:Q5DU50|uniprotkb:Q7TSZ5|uniprotkb:Q80VN6|uniprotkb:Q8CE85|uniprotkb:Q99LY1|uniprotkb:O88558	psi-mi:tnik_mouse(display_long)|uniprotkb:Tnik(gene name)|psi-mi:Tnik(display_short)|uniprotkb:Kiaa0551(gene name synonym)	psi-mi:cyfp1_mouse(display_long)|uniprotkb:Kiaa0068(gene name synonym)|uniprotkb:Sra1(gene name synonym)|uniprotkb:Specifically Rac1-associated protein 1(gene name synonym)|uniprotkb:Cyfip1(gene name)|psi-mi:Cyfip1(display_short)|uniprotkb:Shyc(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Li et al. (2017)	pubmed:28671696|doi:10.1038/nn.4594|imex:IM-26285	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16734044|imex:IM-26285-31	intact-miscore:0.35
uniprotkb:Q9EP53	uniprotkb:Q7TMB8	intact:EBI-1202690|uniprotkb:A2AHW1|uniprotkb:Q3UHF2|uniprotkb:Q7TS92|uniprotkb:Q80U55|uniprotkb:Q924U7	intact:EBI-772928|uniprotkb:Q3U7Q7|uniprotkb:Q5DU50|uniprotkb:Q7TSZ5|uniprotkb:Q80VN6|uniprotkb:Q8CE85|uniprotkb:Q99LY1|uniprotkb:O88558	psi-mi:tsc1_mouse(display_long)|uniprotkb:Kiaa0243(gene name synonym)|uniprotkb:Tsc1(gene name)|psi-mi:Tsc1(display_short)|uniprotkb:Tuberous sclerosis 1 protein homolog(gene name synonym)	psi-mi:cyfp1_mouse(display_long)|uniprotkb:Kiaa0068(gene name synonym)|uniprotkb:Sra1(gene name synonym)|uniprotkb:Specifically Rac1-associated protein 1(gene name synonym)|uniprotkb:Cyfip1(gene name)|psi-mi:Cyfip1(display_short)|uniprotkb:Shyc(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Li et al. (2017)	pubmed:28671696|doi:10.1038/nn.4594|imex:IM-26285	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16734894|imex:IM-26285-33	intact-miscore:0.35
uniprotkb:P03950	uniprotkb:Q96F07	intact:EBI-525291|uniprotkb:Q05CV1|uniprotkb:Q53X86|uniprotkb:Q6P5T2|uniprotkb:Q8WXE7	intact:EBI-2433893|uniprotkb:A6NLT2|uniprotkb:Q53EN5|uniprotkb:Q9NTK4|uniprotkb:Q9ULQ2|uniprotkb:Q9UN29|uniprotkb:D3DQJ3	psi-mi:angi_human(display_long)|uniprotkb:Ribonuclease 5(gene name synonym)|uniprotkb:ANG(gene name)|psi-mi:ANG(display_short)|uniprotkb:RNASE5(gene name synonym)	psi-mi:cyfp2_human(display_long)|uniprotkb:CYFIP2(gene name)|psi-mi:CYFIP2(display_short)|uniprotkb:KIAA1168(gene name synonym)|uniprotkb:PIR121(gene name synonym)|uniprotkb:p53-inducible protein 121(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Chatzileontiadou et al. (2017)	pubmed:28777577|imex:IM-25826	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT)	intact:EBI-16363232|imex:IM-25826-1	intact-miscore:0.35
uniprotkb:Q9ULV8	uniprotkb:Q7L576	intact:EBI-2341018|uniprotkb:Q9Y5Z3|uniprotkb:Q8N1E5|uniprotkb:Q9Y5Z2	intact:EBI-1048143|uniprotkb:A8K6D9|dip:DIP-38873N|uniprotkb:Q14467|uniprotkb:Q5IED0|uniprotkb:Q6ZSX1|uniprotkb:Q9BSD9|uniprotkb:Q9BVC7	psi-mi:cblc_human(display_long)|uniprotkb:CBLC(gene name)|psi-mi:CBLC(display_short)|uniprotkb:CBL3(gene name synonym)|uniprotkb:RNF57(gene name synonym)|uniprotkb:SH3-binding protein CBL-C(gene name synonym)|uniprotkb:SH3-binding protein CBL-3(gene name synonym)|uniprotkb:RING finger protein 57(gene name synonym)|uniprotkb:Signal transduction protein CBL-C(gene name synonym)|uniprotkb:RING-type E3 ubiquitin transferase CBL-C(gene name synonym)	psi-mi:cyfp1_human(display_long)|uniprotkb:Specifically Rac1-associated protein 1(gene name synonym)|uniprotkb:p140sra-1(gene name synonym)|uniprotkb:CYFIP1(gene name)|psi-mi:CYFIP1(display_short)|uniprotkb:KIAA0068(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Huttlin et al. (2017)	pubmed:28514442|doi:10.1038/nature22366|imex:IM-25778	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-21715242|imex:IM-25778-5415	intact-miscore:0.35
uniprotkb:Q13557-8	uniprotkb:Q7L576	intact:EBI-11534483	intact:EBI-1048143|uniprotkb:A8K6D9|dip:DIP-38873N|uniprotkb:Q14467|uniprotkb:Q5IED0|uniprotkb:Q6ZSX1|uniprotkb:Q9BSD9|uniprotkb:Q9BVC7	psi-mi:q13557-8(display_long)|uniprotkb:CAMKD(gene name synonym)|uniprotkb:CAMK2D(gene name)|psi-mi:CAMK2D(display_short)	psi-mi:cyfp1_human(display_long)|uniprotkb:Specifically Rac1-associated protein 1(gene name synonym)|uniprotkb:p140sra-1(gene name synonym)|uniprotkb:CYFIP1(gene name)|psi-mi:CYFIP1(display_short)|uniprotkb:KIAA0068(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Martínez-Noël et al. (2018)	pubmed:29426014|imex:IM-26302|doi:10.1016/j.jmb.2018.01.021	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16812871|imex:IM-26302-235	intact-miscore:0.35
uniprotkb:P11142	uniprotkb:Q7L576	intact:EBI-351896|uniprotkb:Q9H3R6	intact:EBI-1048143|uniprotkb:A8K6D9|dip:DIP-38873N|uniprotkb:Q14467|uniprotkb:Q5IED0|uniprotkb:Q6ZSX1|uniprotkb:Q9BSD9|uniprotkb:Q9BVC7	psi-mi:hsp7c_human(display_long)|uniprotkb:Heat shock 70 kDa protein 8(gene name synonym)|uniprotkb:Lipopolysaccharide-associated protein 1(gene name synonym)|uniprotkb:HSPA8(gene name)|psi-mi:HSPA8(display_short)|uniprotkb:HSC70(gene name synonym)|uniprotkb:HSP73(gene name synonym)|uniprotkb:HSPA10(gene name synonym)	psi-mi:cyfp1_human(display_long)|uniprotkb:Specifically Rac1-associated protein 1(gene name synonym)|uniprotkb:p140sra-1(gene name synonym)|uniprotkb:CYFIP1(gene name)|psi-mi:CYFIP1(display_short)|uniprotkb:KIAA0068(gene name synonym)	psi-mi:"MI:0096"(pull down)	Liu et al. (2018)	pubmed:29568061|imex:IM-26301	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16794528|imex:IM-26301-173	intact-miscore:0.35
